Winner,B_avg_SIG_STR_pct,B_avg_TD_pct,B_avg_SUB_ATT,B_avg_SIG_STR_landed,B_avg_TD_landed,B_wins,B_losses,B_draw,B_Height_cms,B_Reach_cms,R_avg_SIG_STR_pct,R_avg_TD_pct,R_avg_SUB_ATT,R_avg_SIG_STR_landed,R_avg_TD_landed,R_wins,R_losses,R_draw,R_Height_cms,R_Reach_cms,B_age,R_age
Red,0.363149414,0.072265625,0.171875,68.51025391,0.16015625,10,2,0,160.02,170.18,0.341870117,0.184833984,0.089355469,89.92822266,0.933105469,9,3,0,167.64,170.18,26,30
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,167.64,175.26,0.28875,0.09375,1,16.4375,1.1875,2,3,0,167.64,172.72,26,29
Red,0.485,0,2.5,7,0,1,1,0,180.34,185.42,0.4675,0.4,1,22.5,2,2,1,0,180.34,190.5,29,24
Blue,0.34,0.0625,0,12.375,0.125,1,3,0,180.34,180.34,0.535,0.83,0.5,53,1.5,1,1,0,175.26,183.5219184,29,34
Red,0.4471875,0.3740625,0.21875,46.71875,0.84375,3,3,0,167.64,167.64,0.51,0.425,0.5,61,3,2,0,0,162.56,162.56,30,28
Red,0.324375,0.193125,0.75,14.5625,1.3125,4,1,0,185.42,190.5,0.43625,0.38375,0.765625,29.015625,0.84375,6,1,0,187.96,190.5,32,27
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,187.96,183.5219184,25,27
Red,0.255429688,0.28140625,0.6484375,21.46875,2.55078125,6,3,0,162.56,165.1,0.365,0.4328125,0.03125,48.5625,1.25,4,2,0,162.56,162.56,32,30
Red,0.27,0,0,29,0,0,1,0,170.18,162.56,0.3875,0.305,0.25,35.25,1.25,1,2,0,162.56,160.02,30,30
Blue,0.466928711,0.562734375,0.125,77.66650391,0.650390625,6,7,0,160.02,162.56,0.65,0.16,0,99,1,1,0,0,154.94,154.94,35,24
Red,0.1823591,0.158363835,0.015842975,24.74227338,0.167272838,23,11,0,185.42,185.42,0.49873909,0.019536285,0.37714386,36.90311432,0.023483276,9,9,0,177.8,182.88,37,33
Blue,0.45302002,0.19050293,0.074951172,41.39111328,2.596679688,8,5,0,172.72,172.72,0.341699219,0.756914062,0.0234375,21.89257813,3.7109375,4,6,0,165.1,170.18,29,33
Blue,0.44,0,2,31.5,0,1,1,0,190.5,190.5,0.528867188,0.697265625,2.00390625,27.9609375,1.88671875,5,4,0,182.88,190.5,30,30
Red,0.4,0.0625,0.5,12.25,0.25,2,1,0,182.88,193.04,0.4959375,0.19,0.125,18.4375,1.25,4,2,0,180.34,190.5,28,25
Blue,0.423125,0.57671875,0.0625,27.15625,0.859375,4,3,0,190.5,198.12,0.498476563,0.009101563,0.1328125,100.4726563,0.01171875,5,4,0,182.88,182.88,28,30
Red,0.347480469,0.25,0,24.41015625,0.25,7,3,0,185.42,183.3322081,0.47,0.4,0,10,2,0,1,0,208.28,183.5219184,28,25
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,190.5,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,190.5,193.04,35,30
Red,0.12,0.5,0,6.5,2.5,0,2,0,185.42,200.66,0.5425,0,0,26.5,0,2,2,0,187.96,187.96,27,24
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,167.64,180.34,0.44,0.25,0,44,1,0,1,0,170.18,183.5219184,28,27
Red,0.41684082,0.035576172,0.034667969,21.43115234,0.131835938,7,5,0,180.34,187.96,0.5175,0.15,0,42.25,0.75,3,0,0,180.34,182.88,43,35
Red,0.4,0.0975,0,33.5,0.75,1,2,0,180.34,180.34,0.5,0.25,0,18,0.5,1,1,0,180.34,190.5,33,31
Red,0.37875,0.20125,0.0625,45.5,1.25,4,1,0,177.8,182.88,0.4359375,0.3090625,0.46875,28.4375,1.625,3,3,0,182.88,185.42,27,27
Blue,0.4903125,0.25625,0.875,40.25,0.65625,4,2,0,172.72,180.34,0.4509375,0,0,52.109375,0,5,2,0,170.18,177.8,30,26
Blue,0.4990625,0.4240625,0.09375,13.59375,1.09375,5,1,0,175.26,180.34,0.295950317,0.131676636,0.127288818,45.09640503,1.180969238,12,4,0,177.8,182.88,26,30
Blue,0.500625,0.66625,0.8125,41.25,1.3125,3,2,0,170.18,170.18,0.61375,0.03125,0,41,0.125,3,1,0,165.1,162.56,27,32
Red,0.4,0,0,2,0,0,1,0,172.72,182.88,0.57,0.25,0.5,30,0.5,1,1,0,167.64,172.72,33,29
Blue,0.425625,0,1.25,36.5,0,3,2,0,187.96,190.5,0.48125,0.4275,0.25,30.75,2.8125,3,2,0,182.88,182.88,25,30
Blue,0.369176412,0.002068777,3.10E-05,87.28715706,0.019457579,17,7,0,185.42,190.5,0.529236641,0.004165649,0.011795044,60.42914581,0.004165649,16,3,0,187.96,195.58,36,40
Red,0.55,0,0,5,0,0,1,0,182.88,190.5,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,182.88,185.42,29,26
Red,0.454885116,0.150863924,0.196045399,15.33776379,0.270616055,13,9,0,182.88,190.5,0.602872453,0.738270087,0.89282465,45.35178137,1.149545193,18,4,0,185.42,185.42,35,33
Red,0.4575,0.5125,0.75,55,3.25,2,1,0,175.26,180.34,0.381595244,0.449812942,0.129266739,31.81945515,2.543228626,14,8,0,177.8,180.34,27,30
Red,0.3234375,0.00515625,0.734375,32.09375,0.015625,6,1,0,172.72,175.26,0.459379578,0.16015625,0.149414063,134.2859116,0.28515625,15,3,0,180.34,175.26,27,27
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,177.8,0.6025,0.74,1.75,38,3.5,3,0,0,182.88,187.96,30,28
Blue,0.3575,0.225,0.5,25.25,0.875,1,3,0,175.26,180.34,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,165.1,177.8,34,25
Blue,0.41,1,1,7,1,1,0,0,175.26,185.42,0.31367939,0.308917274,0.140928268,32.81389427,0.933660507,11,9,0,177.8,177.8,32,38
Red,0.42796875,0.3103125,1.046875,32.359375,3.421875,5,2,0,177.8,182.88,0.3515625,0.105,0.1875,23.875,0.75,5,1,0,185.42,195.58,27,28
Red,0.72,0.44,0,32,4,1,0,0,165.1,167.64,0.6925,0.124375,0.5,21.5,0.3125,4,1,0,172.72,175.26,27,27
Blue,0.443671875,0.334667969,1.28515625,53.72265625,0.8671875,6,4,0,180.34,187.96,0.414624691,0.190074921,0,48.66305733,0.315418243,11,9,0,172.72,175.26,31,31
Red,0.49875,0.915,1,39.375,2.375,4,0,0,182.88,187.96,0.8325,0,1,16.5,0,3,0,0,187.96,195.58,28,32
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,177.8,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,185.42,190.5,25,24
Red,0.66,0,1,2,0,0,1,0,180.34,172.72,0.53125,0.71875,0,20.25,1.875,3,1,0,180.34,187.96,29,21
Red,0.392273121,0.358992615,0.574230194,14.05468559,1.381153107,12,8,0,190.5,203.2,0.482858887,0.000241699,0.047363281,61.63793945,0.002197266,7,6,0,193.04,198.12,37,38
Blue,0.5278125,0.0390625,0.109375,45.5625,0.140625,5,2,0,170.18,182.88,0.398876826,0.065370784,0.066683769,73.62552226,0.756976843,17,8,0,167.64,172.72,32,38
Red,0.50875,0.465,0.125,24.25,4.625,3,1,0,162.56,162.56,0.4153125,0.546875,0,32.40625,0.6875,5,1,0,160.02,167.64,32,30
Red,0.5825,0.47,0.125,54.25,4.875,3,1,0,187.96,193.04,0.5128125,0.375,0.1875,13.96875,0.8125,5,1,0,190.5,203.2,34,32
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,190.5,0.495,0.305,0,38.5,2,2,0,0,177.8,193.04,26,31
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,172.72,182.88,0.31,0,0,26,0,0,1,0,172.72,175.26,34,29
Blue,0.503828125,0.586640625,0.0703125,47.671875,8.1796875,7,1,0,180.34,182.88,0.527689051,0.25599022,0.314251602,23.13897532,1.46441707,19,7,0,185.42,182.88,29,39
Blue,0.370625,0,0.625,41.8125,0,3,2,0,172.72,180.34,0.3353125,0.346875,1.53125,29.5625,1.03125,4,2,0,177.8,180.34,29,25
Red,0.33,0,0,2,0,0,1,0,165.1,165.1,0.5475,0.25,0.5,32.25,0.25,2,1,0,172.72,182.88,28,25
Red,0.23125,0.25,0,4.875,0.25,2,2,0,182.88,182.88,0.68,0.205,1.5,9,1.25,1,2,0,190.5,193.04,36,30
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,183.3322081,0.38,0.625,1.125,21,1.75,3,1,0,177.8,177.8,25,33
Red,0.50625,0.281875,0,61.8125,3.75,4,1,0,193.04,200.66,0.473459473,0.475581055,0.709228516,42.00683594,2.252685547,7,6,0,193.04,200.66,29,34
Blue,0.3425,0.33,1.5,33,1,3,1,0,177.8,180.34,0.48,1,1,19,1,1,0,0,170.18,162.56,28,24
Red,0.501519089,0.451205521,1.662750244,15.94727325,1.266609192,15,3,0,175.26,185.42,0.499511719,0.727246094,2.5625,32.67578125,1.5390625,8,2,0,180.34,193.04,34,26
Red,0.38859375,0.18703125,0.109375,47.359375,0.421875,3,4,0,167.64,167.64,0.425,0.308125,0,36.3125,0.9375,4,1,0,165.1,167.64,30,24
Draw,0.48109375,0.03125,0.015625,55.09375,0.109375,4,3,0,177.8,180.34,0.4325,0.5,0,50.5,0.5,1,2,0,175.26,180.34,31,25
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,172.72,177.8,0.366054688,0.048858643,0.064361572,23.54901123,0.082061768,10,6,0,175.26,185.42,34,36
Red,0.66125,0.50125,0.25,25.875,4.5,3,1,0,170.18,175.26,0.3790625,0.17125,0.337890625,32.44921875,1.396484375,7,3,0,167.64,167.64,37,29
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,180.34,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,185.42,200.66,27,28
Blue,0.481875,0.3325,0,32.75,0.5,4,1,0,182.88,187.96,0.401538086,0.007597656,0,62.36279297,0.021484375,9,3,0,182.88,190.5,25,35
Red,0.533125,0.316875,0.34375,24.71875,1.3125,6,0,0,177.8,182.88,0.4671875,0.68578125,0.953125,18.96875,4.109375,6,1,0,177.8,185.42,25,29
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,172.72,185.42,0.53,0.33,2,93,1,1,0,0,182.88,185.42,26,29
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,180.34,185.42,0.4675,0,0,37.375,0,3,1,0,177.8,180.34,30,26
Red,0.605,0,0,27.75,0,3,0,0,187.96,190.5,0.548730469,0.284921875,0.359375,53.22070313,0.826171875,8,2,0,180.34,182.88,28,38
Red,0.50921875,0.41390625,0.25,17.71875,1.9765625,3,5,0,190.5,187.96,0.4275,0,0.5,23.25,0,2,1,0,190.5,195.58,36,26
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,180.34,185.42,0.35,0,2,14,0,0,1,0,180.34,183.5219184,26,27
Red,0.43,0.5,0,23.5,0.5,1,1,0,165.1,167.64,0.315625,0.155625,0.1875,35.6875,1.5,3,2,0,162.56,165.1,26,31
Blue,0.350095215,0.195146484,1.151123047,45.12451172,1.603271484,9,4,0,182.88,182.88,0.451199646,0.215495605,0.500854492,35.73477173,0.508056641,11,5,0,175.26,177.8,29,28
Blue,0.593125,0,0,40.125,0,4,2,0,180.34,177.8,0.532733154,0.006184692,0.386535645,103.4866333,0.006469727,15,1,0,180.34,193.04,31,36
Blue,0.459866409,0.019836426,0.0078125,55.2833786,0.020141602,14,4,0,193.04,195.58,0.402333374,0.034850464,0,18.85308838,0.071350098,12,4,0,190.5,200.66,35,34
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,172.72,185.42,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,175.26,180.34,23,31
Blue,0.430234375,0.4375,3.0625,32.5,1.5625,2,6,0,167.64,167.64,0.57,0.66,1,78,2,2,0,0,165.1,162.56,31,30
Blue,0.382148438,0.206054688,1.34375,23.98828125,1.1796875,6,3,0,177.8,172.72,0.30296875,0.14453125,1,18.3046875,0.5390625,6,2,0,185.42,185.42,27,26
Red,0.400810547,0.105751953,0.3203125,23.52197266,0.833984375,7,5,0,175.26,180.34,0.389222527,0.153771095,1.738300323,16.55860138,0.372806549,13,6,0,172.72,180.34,35,31
Blue,0.600275421,0.74214325,1.260971069,20.74261475,2.224456787,9,8,0,177.8,187.96,0.735,0.33,0,48,2.5,1,1,0,177.8,182.88,27,30
Red,0.555,0.125,0.625,17.125,0.25,3,1,0,190.5,200.66,0.316369934,0.043881836,0.187683105,13.87496948,0.098449707,10,6,0,190.5,203.2,26,35
Red,0.53,0,0,69,0,0,1,0,165.1,175.26,0.35,0,0,72,0,1,0,0,170.18,177.8,30,28
Red,0.3946875,0.03125,0.03125,33.625,0.03125,3,3,0,165.1,172.72,0.4,0.42,0,36,3,1,0,0,165.1,167.64,30,28
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,154.94,165.1,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,154.94,152.4,31,25
Draw,0.535727539,0.075195313,0.06640625,52.09130859,0.16015625,8,4,0,187.96,190.5,0.70609375,0.2815625,0.578125,43.71875,2.703125,5,2,0,180.34,193.04,32,28
Red,0.36,0,1,16,0,0,1,0,180.34,185.42,0.37875,0.340625,0.78125,28.6875,0.8125,3,3,0,177.8,177.8,22,27
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,179.0136571,183.3322081,0.63,1,0,19,1,1,0,0,185.42,183.5219184,29.22285948,27
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,193.04,208.28,0.508203125,0.22109375,0.0625,20.75,0.8046875,7,1,0,185.42,195.58,32,29
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,167.64,165.1,0.395117188,0.417578125,0.546875,23.04296875,3.76171875,3,6,0,170.18,167.64,23,31
Blue,0.495078125,0.444257813,0.0078125,28.5703125,2.390625,6,3,0,177.8,185.42,0.342739868,0.087763672,0.375366211,20.74993896,0.196899414,10,5,0,190.5,203.2,34,34
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,187.96,190.5,0.53890625,0,0,30.375,0,4,3,0,187.96,190.5,32,28
Blue,0.51,0,0,86,0,1,0,0,170.18,185.42,0.483125,0.586875,0.625,52.40625,8,5,1,0,170.18,177.8,30,29
Red,0.36,0,0,5.5,0,0,2,0,187.96,195.58,0.26,0,0,26,0,1,0,0,182.88,182.88,36,30
Red,0.591235352,0.504306641,0.28125,37.49023438,2.573242188,9,3,0,190.5,187.96,0.393515625,0.001953125,0,23.8828125,0.00390625,8,2,0,187.96,193.04,29,34
Blue,0.605390625,0.00390625,0.6484375,9.32421875,0.00390625,6,3,0,187.96,195.58,0.51703125,0.24125,0.6875,30.609375,0.96875,4,3,0,177.8,187.96,32,31
Blue,0.348828125,0.197226563,0.044433594,45.17163086,0.532226563,6,7,0,177.8,185.42,0.337649384,0.016547394,0.208007813,30.39092255,0.020057678,10,8,0,185.42,185.42,27,32
Blue,0.5525,0.3325,0,40.75,0.75,2,1,0,190.5,198.12,0.444820518,0.126953602,0.000519753,15.67882204,0.251953602,14,8,0,190.5,195.58,31,38
Red,0.6125,0.65,0.875,22.125,1.875,3,1,0,177.8,180.34,0.35625,0.21375,0.3125,74.5625,1.8125,2,3,0,175.26,175.26,25,33
Blue,0.44875,0.415,0.375,24.75,2,3,1,0,177.8,182.88,0.374589844,0.5703125,0.15625,28.11523438,2.7890625,6,4,0,172.72,182.88,25,29
Blue,0.485,0.6925,0.75,52.25,4.75,3,0,0,185.42,190.5,0.267602539,0.193413086,1.018310547,36.77124023,0.447753906,10,3,0,177.8,182.88,22,28
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,190.5,205.74,0.513973389,0.016601563,0,29.85241699,0.033203125,9,5,0,187.96,193.04,25,34
Blue,0.483857422,0.12546875,0.25,85.33300781,0.30078125,5,7,0,160.02,162.56,0.465,0.5,0.5,62,0.5,2,1,0,154.94,157.48,35,27
Red,0.34,0.66,0,33,4,1,0,0,162.56,165.1,0.4278125,0.65625,0.75,15,0.8125,3,3,0,175.26,180.34,29,33
Blue,0.58,0.66,0,76,2,0,1,0,182.88,187.96,0.370148926,0.00213623,0,69.85119629,0.002807617,7,7,0,190.5,193.04,24,33
Blue,0.4325,0.17375,1.125,8.375,1.125,3,1,0,187.96,203.2,0.367897339,0.057200317,0.000274658,25.11129761,0.141357422,9,7,0,198.12,200.66,40,34
Red,0.56625,0.53125,0.9375,18.875,1.0625,4,1,0,190.5,190.5,0.505,0.4375,0.875,20.375,0.5,3,1,0,185.42,193.04,32,29
Red,0.480742188,0.29359375,0.54296875,7.599609375,0.298828125,6,4,0,182.88,183.3322081,0.665,0,0,13,0,2,0,0,182.88,187.96,29.22285948,20
Blue,0.403125,0.125,0.0625,66.875,0.25,4,2,0,177.8,190.5,0.42625,0.5,0.1875,8.9375,0.5,3,2,0,185.42,190.5,30,28
Blue,0.52,0.5,0,26,1,0,1,0,170.18,177.8,0.335,0.25,0,43.5,0.25,2,1,0,175.26,175.26,30,27
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,185.42,190.5,0.569375,0.046875,0,29.5625,0.0625,4,2,0,190.5,200.66,35,30
Red,0.4925,0.125,0,22.5,0.25,2,1,0,182.88,187.96,0.8,1,1,34,1,1,0,0,180.34,180.34,28,33
Red,0.7,0.2,1,14,1,1,0,0,182.88,185.42,0.71,0.75,1,25.5,1.5,2,0,0,180.34,182.88,26,25
Blue,0.444375,0.2225,0.0625,48.21875,1,4,2,0,182.88,180.34,0.449375,0.299375,1.53125,11.25,2.046875,5,2,0,187.96,193.04,33,27
Red,0.505,0,0,34,0,1,1,0,185.42,187.96,0.486875,0.09125,0.5625,32.625,0.375,2,3,0,190.5,198.12,32,29
Blue,0.35,0,0,46,0,0,2,0,167.64,165.1,0.4875,0.165,0.75,52.25,0.5,1,2,0,180.34,185.42,28,29
Red,0.4625,0.4375,0,25.5,1.75,3,0,0,180.34,187.96,0.55,0,0.5,2,0,1,1,0,175.26,183.5219184,21,32
Blue,0.5,0.05,0.5,37.75,0.25,1,2,0,185.42,193.04,0.54625,0.505,0,10.25,1.75,2,2,0,185.42,187.96,25,35
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,187.96,183.3322081,0.6053125,0.79640625,0.75,11.046875,1.421875,5,2,0,187.96,193.04,32,29
Blue,0.346328125,0.288398438,0.28515625,38.78125,0.8515625,6,3,0,185.42,193.04,0.637539063,0.419921875,0,16.1796875,0.8515625,6,3,0,185.42,187.96,27,37
Red,0.54,0.8,0,65,4,1,0,0,190.5,203.2,0.435,0.18,0.5,27,2,1,1,0,182.88,182.88,26,31
Red,0.6,0,5,3,0,1,0,0,180.34,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,185.42,183.5219184,24,27
Blue,0.467399597,0.174691162,0.192138672,13.38339233,0.57699585,10,6,0,182.88,187.96,0.3159375,0.076484375,0.0078125,17.234375,0.484375,5,3,0,187.96,190.5,35,32
Red,0.283808594,0.589355469,1.110351563,6.703125,0.58984375,6,5,0,185.42,182.88,0.519452209,0.329019165,0.017578125,46.03063965,2.910827637,12,4,0,190.5,187.96,42,31
Blue,0.33,0,0,38,0,0,1,0,172.72,182.88,0.12,0,0,17,0,0,1,0,177.8,185.42,28,26
Blue,0,0,0,0,0,0,1,0,167.64,172.72,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,172.72,167.64,29,21
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,175.26,177.8,0.29,0.25,0,48.5,0.5,0,2,0,175.26,182.88,28,25
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,190.5,190.5,0.475,0.5,0.25,18.25,1,0,3,0,185.42,193.04,28,31
Red,0.646894531,0.06640625,1.046875,4.5,0.22265625,7,3,0,182.88,187.96,0.547808838,0.45607666,0.0703125,35.12255859,1.643310547,10,4,0,190.5,187.96,27,30
Red,0.544453125,0.5365625,0.3046875,32.25,3.140625,8,0,0,182.88,187.96,0.68487793,0.831811523,1.390625,36.16894531,3.134765625,10,2,0,180.34,193.04,30,27
Red,0.365,0.33,0,36.5,1,1,1,0,170.18,180.34,0.4278125,0,0,72.75,0,4,2,0,172.72,172.72,26,28
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,195.58,200.66,0.41375,0.21125,0.5625,24.9375,1.625,2,3,0,187.96,187.96,27,25
Red,0.4,1,0,21.5,1,1,1,0,175.26,183.3322081,0.415,0.3275,0.5,16.75,2.125,2,2,0,170.18,177.8,25,27
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,177.8,0.575,0.5,0.5,4.5,1,1,1,0,185.42,183.5219184,26,28
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,180.34,183.3322081,0.775625,0.1875,0.375,3.90625,0.1875,3,3,0,203.2,183.5219184,29.22285948,29.68660624
Red,0.35859375,0.842890625,0.4765625,24.484375,2.5546875,7,1,0,177.8,185.42,0.379023438,0.454492188,0.125,27.3515625,1.078125,7,2,0,180.34,193.04,29,26
Red,0.485,0.165,0.25,61,0.5,2,1,0,167.64,162.56,0.4,0.2175,0.625,39.25,1.375,3,1,0,162.56,165.1,27,22
Red,0.345742187,0.33609375,0.04296875,63.3046875,0.98046875,7,2,0,167.64,175.26,0.4725,0.71640625,0.015625,41.28125,1.625,5,2,0,162.56,162.56,24,30
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,172.72,183.3322081,0.5,1,0,15,2,1,0,0,180.34,183.5219184,28,25
Red,0.6175,0.525,0,24.25,3,2,1,0,167.64,167.64,0.48,0.25375,0.875,40.125,1.25,2,2,0,167.64,167.64,34,28
Blue,0.38,0.35,0,27,5,1,0,0,180.34,180.34,0.3840625,0.0490625,0.3984375,10.46875,0.2578125,4,4,0,170.18,185.42,24,32
Red,0.484765625,0.068359375,0,44.23828125,0.08984375,5,4,0,190.5,193.04,0.515014038,0.137059021,0.00982666,41.59280396,0.59588623,8,8,0,185.42,193.04,31,35
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,172.72,177.8,0.57,0.33,0,58,1,0,1,0,177.8,183.5219184,21,26
Red,0.57,0,0,50,0,0,1,0,175.26,182.88,0.424375,0.16875,0.625,24.71875,0.5,4,3,0,175.26,177.8,28,36
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,180.34,185.42,0.36,0,0,55.5,0,1,1,0,175.26,182.88,25,35
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,183.3322081,0.4325,0,0.5,22.25,0,1,2,0,182.88,185.42,22,30
Red,0.484301758,0.19982666,0.5027771,48.88572693,0.47076416,8,9,0,177.8,185.42,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,175.26,180.34,29,31
Blue,0.58,0,0,7,0,0,1,0,180.34,198.12,0.585,0.0625,0.3125,18.25,0.0625,2,3,0,175.26,185.42,28,33
Red,0.543699799,0.587345581,0.596069336,15.19169617,1.288497925,11,6,0,182.88,187.96,0.3853125,0.041015625,0,30.10546875,0.353515625,7,3,0,185.42,187.96,35,27
Red,0.3803125,0.3125,0.75,6,0.5625,5,1,0,182.88,187.96,0.378125,0.015625,0,34.0625,0.03125,6,1,0,187.96,193.04,25,32
Red,0.411005859,0.343203125,0.0390625,27.46386719,1.802734375,4,7,0,165.1,167.64,0.145,0.25,0.5,19,0.5,1,1,0,167.64,170.18,33,26
Red,0.358125,0.5,0.21875,28.65625,1,4,2,0,177.8,185.42,0.3240625,0.086875,0,37.40625,0.46875,3,3,0,177.8,185.42,31,25
Red,0.4834375,0.524375,0.0625,15.25,5.53125,4,2,0,190.5,193.04,0.565,0.55,0,43.5,4.5,2,0,0,193.04,213.36,24,21
Blue,0.337734375,0.5415625,0,19.34375,0.5625,5,3,0,182.88,187.96,0.425499878,0.058920898,0.000549316,65.26654053,0.510620117,10,5,0,175.26,180.34,26,28
Red,0.260625,0.03125,0.5,27.96875,0.046875,4,3,0,167.64,177.8,0.525,0,0,66.5,0,2,0,0,172.72,175.26,31,25
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,165.1,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,172.72,175.26,27,22
Blue,0.31203125,0,0.5625,33.04296875,0,4,5,0,177.8,190.5,0.45737793,0.125644531,1.114257813,35.47949219,0.408203125,7,6,0,182.88,187.96,29,32
Red,0.4265625,0.65625,0.375,19.53125,0.875,3,3,0,175.26,180.34,0.48296875,0.73046875,0.8125,8.90625,3.515625,4,3,0,177.8,180.34,22,25
Red,0.5,0.66,2,9,4,0,1,0,172.72,177.8,0.39234375,0.3253125,0.203125,71.46875,1,5,2,0,167.64,172.72,24,24
Red,0.555,0,0,17.5,0,1,1,0,180.34,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,182.88,187.96,25,30
Blue,0.4225,0.44125,0.25,32.375,2.875,4,0,0,187.96,187.96,0.42,0.5,0.5,18.5,0.5,2,0,0,187.96,190.5,27,34
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,200.66,183.3322081,0.455,0,0,1.5,0,1,1,0,182.88,183.5219184,32,29.68660624
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,165.1,165.1,0.27,0,0,68,0,0,1,0,165.1,165.1,25,31
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,180.34,183.3322081,0.286875,0.28125,0,9.6875,0.78125,2,4,0,182.88,182.88,34,26
Blue,0.28,0.5,0,44,1,1,0,0,172.72,177.8,0.452619171,0.286707001,0.250337601,11.36694527,3.276470184,14,6,0,187.96,190.5,34,37
Red,0.415,0.25,0.5,47.5,1,1,2,0,167.64,165.1,0.5353125,0.333125,0.40625,58.125,0.65625,4,2,0,170.18,170.18,30,27
Blue,0.344575195,0.562758789,0,42.81201172,1.64453125,9,4,0,182.88,180.34,0.43859375,0.250644531,0,66.22949219,0.751953125,9,2,0,182.88,185.42,32,34
Red,0.5271875,0.8025,0.375,22.65625,1.625,3,3,0,185.42,195.58,0.381875,0.524375,0.1875,17.40625,0.59375,3,3,0,187.96,190.5,27,24
Blue,0.495,0.4175,0,22.75,2.25,0,4,0,182.88,187.96,0.560625,0.2975,0.6875,13.625,0.9375,2,3,0,185.42,185.42,27,31
Red,0.418125,0.185625,0,60,0.5625,2,3,0,167.64,175.26,0.450472412,0.233674316,1.079589844,46.34509277,2.086303711,5,9,0,170.18,167.64,31,34
Blue,0.46859375,0.0565625,0.03125,52.984375,0.28125,4,3,0,167.64,167.64,0.21875,0,0.125,25.125,0,1,3,0,172.72,175.26,37,37
Red,0.5425,0.2075,0.75,35.125,0.375,1,3,0,185.42,187.96,0.28,0.1,1.25,46.25,0.5,2,1,0,170.18,177.8,29,29
