Winner,B_avg_SIG_STR_pct,B_avg_TD_pct,B_avg_SUB_ATT,B_avg_SIG_STR_landed,B_avg_TD_landed,B_wins,B_losses,B_draw,B_Height_cms,B_Reach_cms,R_avg_SIG_STR_pct,R_avg_TD_pct,R_avg_SUB_ATT,R_avg_SIG_STR_landed,R_avg_TD_landed,R_wins,R_losses,R_draw,R_Height_cms,R_Reach_cms,B_age,R_age
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,165.1,180.34,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,175.26,180.34,20,20
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,170.18,177.8,0.655,0.5,0,55,1,2,0,0,172.72,172.72,36,32
Red,0.47,0,0,17,0,0,1,0,180.34,183.3322081,0.454465981,0.168114796,0.513763428,15.47083092,1.157644272,11,9,0,187.96,193.04,32,36
Red,0.409375,0.2625,0,55.65625,0.5625,4,2,0,165.1,170.18,0.535,0.5,0,86,2,1,1,0,170.18,177.8,27,22
Red,0.428398438,0,0.0625,38.078125,0,6,4,0,185.42,187.96,0.339550781,0.09375,0.0625,44.34960938,0.09375,4,7,0,180.34,187.96,32,36
Red,0.389375,0,0,22.875,0,2,3,0,180.34,185.42,0.38,1,0,72,1,0,1,0,185.42,190.5,29,31
Draw,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,185.42,190.5,0.715,0,0,37.5,0,1,1,0,193.04,208.28,26,30
Blue,0.475,0.18,0,51.5,2,1,1,0,167.64,170.18,0.519453125,0.576015625,0.1796875,39.359375,1.03125,6,2,0,165.1,170.18,27,30
Blue,0.5,0,0,11,0,0,1,0,175.26,175.26,0.4253125,0.02203125,0.9453125,16.9765625,0.0859375,5,3,0,180.34,177.8,30,27
Red,0.49,0.255,0.5,9.75,1.5,0,3,0,180.34,187.96,0.49,0.09,0,52,1,0,1,0,172.72,175.26,24,24
Red,0.26375,0.03125,0.03125,29.375,0.03125,3,3,0,193.04,203.2,0.24,0,0,24,0,0,2,0,190.5,193.04,32,32
Red,0.5,0.6875,1.125,9.75,1.5,3,1,0,180.34,180.34,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,172.72,180.34,32,29
Blue,0.45015625,0,0.125,12.046875,0,3,4,0,185.42,193.04,0.4815625,0.198125,0.25,50.9375,1.78125,3,3,0,185.42,190.5,29,31
Blue,0.19,0,1.5,6,0,0,2,0,172.72,185.42,0.49625,0.25,0.375,22.125,0.25,2,2,0,185.42,185.42,31,29
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,175.26,180.34,0.595546875,0.794453125,0.65625,38.0078125,4.0078125,7,1,0,175.26,185.42,31,30
Blue,0.495,0.455,0,59.25,5,2,1,0,170.18,177.8,0.41125,0,1.25,32.625,0,3,1,0,172.72,180.34,28,28
Red,0.424375,0.125,1.1875,10.3125,0.125,3,2,0,190.5,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,208.28,183.5219184,25,27
Red,0.43,0.03125,0.5,11.1875,0.5625,2,3,0,177.8,177.8,0.1546875,0.6009375,0.125,10.15625,1.6875,3,3,0,180.34,190.5,30,25
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,187.96,195.58,0.6,0,1,9,0,1,0,0,200.66,203.2,30,32
Blue,0.4034375,0.4,1,18.03125,2.1875,2,4,0,175.26,182.88,0.41715332,0.304487305,0.514160156,26.76171875,2.555175781,8,4,0,177.8,182.88,34,28
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,185.42,193.04,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,182.88,185.42,23,21
Red,0.505,0.3,0,8.5,3,1,1,0,182.88,185.42,0.43,0.875,0.75,22.75,1,2,1,0,185.42,193.04,26,28
Blue,0.485,0.5,0,59.5,0.5,1,1,0,172.72,180.34,0.41,0.495,0,44.25,2.5,1,2,0,175.26,185.42,26,26
Red,0.55,1,0,98,4,1,0,0,185.42,193.04,0.363554688,0.636660156,1.03125,27.11328125,1.694335938,7,4,0,180.34,182.88,33,30
Red,0.38125,0.2975,1.125,29.5,1.375,3,1,0,193.04,200.66,0.405,0.405,0,35.5,4.5,2,0,0,182.88,190.5,29,26
Red,0.415,0.4175,2.25,14,3.125,3,2,0,170.18,177.8,0.508125,0.7796875,0.21875,20.3125,2.375,3,3,0,172.72,177.8,23,29
Blue,0.467740479,0.335352783,0.50970459,59.0446167,2.87713623,9,6,0,177.8,177.8,0.492380028,0.600913506,0.18347168,22.51716232,0.954307556,12,7,0,177.8,180.34,33,31
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,185.42,183.3322081,0.47,0.6,1,26,3,0,1,0,180.34,195.58,26,31
Red,0.354135742,0.310175781,0.03125,26.15087891,0.703613281,5,7,0,185.42,182.88,0.281767578,0.048320313,0.03125,23.93457031,0.294921875,7,4,0,170.18,175.26,33,31
Red,0.54,0,0.5,6.5,0,0,2,0,185.42,193.04,0.43875,0.109375,1.21875,22.84375,0.125,4,2,0,185.42,193.04,30,29
Blue,0.478125,0.438125,0.5625,39.25,7.9375,5,0,0,177.8,177.8,0.376520996,0.289985352,0.036376953,46.69018555,1.889648438,9,4,0,172.72,177.8,25,29
Red,0.3753125,0.12890625,0.177734375,32.68652344,0.12890625,5,6,0,177.8,185.42,0.3328125,0.25,0.296875,27.34375,0.875,3,4,0,172.72,177.8,26,33
Blue,0.37359375,0.51953125,0,68.19140625,1.01953125,5,4,0,177.8,185.42,0.396380978,0.479251766,0.517066956,27.27782059,2.172914505,13,7,0,177.8,180.34,27,30
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,180.34,0.615,0.81875,0.875,14.75,1.375,3,1,0,167.64,177.8,27,32
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,183.3322081,0.384375,0.0825,0.625,17.375,0.25,3,3,0,182.88,187.96,28,29
Blue,0.648125,0.386875,1.5,85.3125,2.5625,5,0,0,167.64,180.34,0.543664551,0.090966797,0.0234375,18.59887695,0.666259766,9,4,0,167.64,167.64,30,33
Red,0.39,0.8,0,20,4,0,1,0,175.26,183.3322081,0.15,0,0,6,0,0,1,0,172.72,190.5,27,26
Red,0.665,0.25,2,16,0.5,1,1,0,190.5,183.3322081,0.61,0.25,0.5,19,0.5,2,0,0,190.5,190.5,32,31
Red,0.435,0,0.5,14,0,1,1,0,180.34,193.04,0.37,0.32,0.625,66.125,0.75,3,1,0,180.34,185.42,31,30
Red,0.428125,0.17375,0,24.8125,0.9375,3,2,0,177.8,185.42,0.36,1,0,27,1,0,1,0,177.8,182.88,25,22
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,172.72,165.1,0.3246875,0.28125,0,21.1875,0.53125,4,2,0,162.56,180.34,23,29
Red,0.335,0.75,1,9.5,1.5,2,0,0,165.1,160.02,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,167.64,167.64,23,27
Red,0.75,1,0,6,1,1,0,0,187.96,183.3322081,0.66,0,0,2,0,0,1,0,187.96,183.5219184,33,34
Blue,0.3415625,0.5778125,0.0625,15.34375,1.1875,3,3,0,180.34,187.96,0.4571875,0.2296875,0.28125,39.28125,1.6875,3,3,0,172.72,175.26,26,32
Red,0.56859375,0.125,0,24.109375,0.25,5,2,0,187.96,193.04,0.53328125,0.375,0.28125,54,0.75,5,3,0,187.96,193.04,32,30
Red,0.349921875,0,0,30.640625,0,6,2,0,185.42,183.3322081,0.643125,0.6,0.46875,46.53125,2.25,6,0,0,185.42,190.5,27,38
Red,0.39,0.5,1.5,10.75,0.5,1,2,0,185.42,190.5,0.524375,0,1,30.25,0,4,2,0,185.42,187.96,30,30
Blue,0.44125,0.43453125,0.171875,40.78125,2.65625,5,2,0,185.42,190.5,0.394611263,0.406885548,0.869150162,30.77930069,1.186403275,14,6,0,172.72,180.34,28,32
Red,0.185,0,0,33.5,0,1,1,0,182.88,182.88,0.539433594,0.848632813,1.001953125,23.48046875,1.443359375,5,5,0,182.88,190.5,28,31
Blue,0.51,0,1,45,0,1,0,0,175.26,182.88,0.39,0,0,44,0,1,0,0,172.72,172.72,22,29
Red,0.40015625,0.293125,0.4375,40.625,0.828125,5,2,0,172.72,180.34,0.324819336,0.028461914,0.01171875,46.08984375,0.122558594,10,2,0,165.1,167.64,31,35
Blue,0.348708496,0.141884766,0.349121094,39.48583984,1.504638672,9,4,0,185.42,182.88,0.381640625,0.638984375,0.0703125,32.8984375,2.203125,6,2,0,187.96,193.04,34,30
Red,0.375,0.36,0,41.5,3.5,2,0,0,165.1,167.64,0.55375,0.2075,0.625,36.625,0.5,3,1,0,170.18,172.72,28,29
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,167.64,167.64,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,170.18,167.64,29,26
Red,0.441875,0.736875,0.109375,34.1015625,1.8046875,6,2,0,177.8,180.34,0.492148438,0.17015625,0.28125,28.86328125,0.515625,6,3,0,182.88,190.5,31,28
Draw,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,183.3322081,0.63,0,2,14,0,0,1,0,180.34,195.58,28,33
Red,0.341589355,0.22880127,0.001098633,21.44519043,0.565429688,9,5,0,198.12,200.66,0.516425781,0.119726563,0.28125,44.00292969,0.41015625,8,3,0,193.04,195.58,34,39
Red,0.616152344,0.345585938,0.001953125,55.75195313,1.75390625,6,4,0,182.88,190.5,0.439089355,0.094150391,0.188232422,36.94433594,0.285400391,8,6,0,193.04,193.04,30,32
Red,0.5028125,0.125,0.8125,20.4375,0.125,4,2,0,167.64,162.56,0.40375,0.2975,0.25,51.375,0.625,2,2,0,167.64,170.18,30,33
Red,0.445,0.125,0.5,41.25,0.25,3,2,0,162.56,162.56,0.555761719,0.940390625,0.1953125,41.71484375,2.412109375,8,2,0,165.1,167.64,32,32
Blue,0.2875,0.0925,0.25,26.25,0.75,1,2,0,177.8,185.42,0.42625,0.1875,0.5,56.75,1,3,1,0,177.8,177.8,28,27
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,187.96,183.3322081,0.41953125,0.1453125,1.890625,30.609375,0.3125,4,3,0,175.26,177.8,23,26
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,180.34,183.3322081,0.330185547,0.073398438,0.135742188,4.899902344,0.074707031,6,6,0,182.88,183.5219184,30,29.68660624
Red,0.47,0.33,0,50,2,1,0,0,167.64,167.64,0.17,0,0.5,38.5,0,2,0,0,190.5,193.04,30,27
Red,0.369296875,0,0.03125,73.2890625,0,6,2,0,175.26,172.72,0.501523438,0.88078125,0.390625,43.4296875,1.82421875,7,2,0,165.1,167.64,31,31
Red,0.5046875,0.138671875,0.140625,41.890625,0.46875,6,2,0,180.34,187.96,0.425168457,0.355993652,0.661621094,55.7590332,1.723144531,10,3,0,175.26,177.8,31,32
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,175.26,180.34,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,172.72,182.88,25,26
Red,0.25,0.5,1.5,1.5,0.5,1,1,0,187.96,185.42,0.3075,0,0,18,0,2,2,0,185.42,187.96,27,29
Blue,0.28625,0.31125,0.25,23.375,1.75,2,2,0,180.34,187.96,0.465,0,3,41.5,0,2,0,0,172.72,180.34,25,27
Red,0.560625,0.320625,0.125,18.9375,2.75,3,2,0,170.18,175.26,0.479179688,0.05078125,0.001953125,67.42578125,0.068359375,7,3,0,172.72,177.8,38,32
Blue,0.56671875,0.1765625,0.1875,36.03125,1.609375,6,1,0,175.26,175.26,0.57222229,0.486848145,0.064880371,44.82226563,4.962036133,13,2,0,182.88,187.96,28,33
Blue,0.405,0.4775,0.25,19.25,2.75,1,2,0,175.26,180.34,0.4490625,0.290625,1.78125,37.21875,0.625,4,2,0,175.26,177.8,29,25
Blue,0.384140625,0.1328125,0.7734375,63.890625,0.5078125,6,2,0,175.26,187.96,0.409140625,0.036796875,0,20.3203125,0.1015625,7,1,0,175.26,185.42,34,31
Blue,0.5728125,0.384375,0.25,38,2.21875,6,0,0,185.42,195.58,0.68125,0.551875,0.5625,23.4375,1.375,4,1,0,190.5,205.74,28,33
Red,0.445820313,0.6015625,0.53125,42.73046875,1.28125,6,3,0,187.96,190.5,0.469080925,0.206911392,0.56836319,49.70211029,1.164928436,12,7,0,182.88,190.5,31,34
Red,0.445,0.205,0,30.5,2.5,1,1,0,190.5,195.58,0.48875,0.09375,0,18.125,0.125,3,2,0,190.5,200.66,25,30
Red,0.36,0,1,67,0,0,1,0,172.72,175.26,0.51,0.33,2,40,1,1,0,0,165.1,170.18,23,27
Draw,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,160.02,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,170.18,177.8,29,24
Blue,0.55875,0.635625,2.4375,8.46875,1.3125,1,5,0,182.88,190.5,0.3575,0.17,1.25,29.5,2.25,2,1,0,182.88,187.96,32,26
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,165.1,165.1,0.52,0.2,1,19,1,0,1,0,165.1,183.5219184,24,31
Blue,0.75,0.9,0.5,43.5,3.5,2,0,0,165.1,167.64,0.415,0.125,0.25,68.25,0.25,2,1,0,165.1,167.64,27,24
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,183.3322081,0.62,0.25,0,25.5,0.5,1,1,0,182.88,193.04,31,25
Red,0.4275,0.5,0,60.25,0.5,3,0,0,172.72,175.26,0.3059375,0.0390625,1,12.609375,0.078125,5,2,0,185.42,185.42,25,26
Blue,0.625,1,0,25,2.5,1,1,0,193.04,205.74,0.690458984,0,0.125,7.959960938,0,5,6,0,180.34,187.96,36,34
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,160.02,170.18,0.2,0,0,6,0,0,1,0,160.02,160.02,21,27
Red,0.569829102,0.114543457,1.063598633,54.91845703,0.579223633,9,5,0,170.18,172.72,0.39375,0.25,0,43.125,0.25,3,1,0,172.72,175.26,34,26
Blue,0.322686224,0.192988796,0.53408432,8.954563856,0.625734806,14,9,0,190.5,200.66,0.4671875,0,0,29.1875,0,2,4,0,193.04,208.28,35,35
Red,0.32625,0.19875,0.25,48.75,1.625,0,4,0,182.88,182.88,0.45,0.4375,0.5,37.5,2,2,1,0,180.34,187.96,30,29
Blue,0.55,0.25,0,65,1,1,0,0,165.1,162.56,0.66,0.5,3,123,1,1,0,0,180.34,185.42,30,27
Blue,0.410625,0.348125,0.15625,24.75,0.53125,5,1,0,182.88,190.5,0.436523438,0.205625,0.3359375,53.0703125,0.7890625,6,3,0,177.8,177.8,39,29
Draw,0.27203125,0.28125,2.2265625,3.390625,0.3046875,8,0,0,185.42,183.3322081,0.94,0.75,0.5,6,1,2,0,0,185.42,182.88,28,31
Blue,0.355,0.25,0,37.25,1.25,1,2,0,180.34,182.88,0.475,0.61375,0.5,31.25,0.875,3,1,0,190.5,198.12,28,26
Blue,0.5,0.08,1,12,1,0,1,0,175.26,183.3322081,0.367363281,0,0.0390625,49.265625,0,6,4,0,187.96,190.5,26,27
Red,0.4025,0,0.25,61,0,2,1,0,180.34,182.88,0.3896875,0.524375,0.453125,28.03125,3.03125,2,5,0,180.34,185.42,27,33
Blue,0.48,0,0,55.5,0,2,0,0,162.56,172.72,0.515556641,0.228632813,0.0234375,39.71875,0.837890625,7,4,0,175.26,180.34,26,35
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,162.56,165.1,0.37,0,0.5,16,0,1,1,0,175.26,183.5219184,28,33
Red,0.3721875,0.09375,0.59375,30.25,0.09375,3,4,0,182.88,182.88,0.346289063,0.0625,0.5,72.5390625,0.0625,4,5,0,175.26,177.8,30,26
Blue,0.3390625,0.3271875,0,59.21875,1.1875,4,4,0,165.1,170.18,0.37109375,0.6540625,0.015625,26.9375,1.25,3,4,0,170.18,175.26,36,37
Red,0.36,0.5,0.5,24,1,0,2,0,180.34,185.42,0.27,1,1,3,1,0,1,0,175.26,177.8,23,26
Blue,0.4,1,0,11,1,0,1,0,177.8,175.26,0.34,0.25,2,23,2,0,1,0,177.8,183.5219184,37,26
Red,0.6025,0.33,0.25,16.75,1,1,2,0,180.34,180.34,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,175.26,177.8,24,30
Blue,0.47601532,0.567093201,0.508666992,37.14285278,2.021942139,10,6,0,175.26,180.34,0.6475,0.9375,1,16.875,1.125,4,0,0,180.34,182.88,30,26
Blue,0.375,0.855,1.5,46.5,3,1,1,0,167.64,172.72,0.524765625,0.47125,0.296875,37.5390625,2.4765625,6,2,0,165.1,160.02,27,25
Blue,0.4665625,0.48875,0.875,32.78125,2.1875,3,4,0,172.72,185.42,0.395664063,0.721367188,0,32.43359375,1.8359375,5,4,0,170.18,172.72,27,36
Red,0.45328125,0,0.125,25.546875,0,3,4,0,195.58,195.58,0.486606445,0.194931641,0.3203125,56.50073242,0.602539063,9,4,0,193.04,195.58,34,40
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,185.42,183.3322081,0,0,1,0,0,0,1,0,180.34,183.5219184,29.22285948,33
Red,0.374982882,0.165594349,1.250549316,19.53220749,1.059713364,14,7,0,190.5,187.96,0.207597656,0.063691406,0.564453125,32.56933594,0.127929688,7,4,0,190.5,195.58,34,30
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,177.8,0.42,0.3,0,27.5,1.5,0,2,0,182.88,183.5219184,36,30
Blue,0.23,0,0,18,0,0,1,0,172.72,180.34,0.375,0.5,0,36,0.5,1,1,0,172.72,170.18,29,27
Blue,0.534746094,0.108476563,0.658203125,56.87890625,0.908203125,7,3,0,187.96,185.42,0.353713379,0.378798828,0.254638672,21.94628906,1.011230469,8,5,0,182.88,182.88,33,37
Red,0.33,0.62,1,27,5,1,0,0,160.02,157.48,0.65,0.66,4,17,2,1,0,0,165.1,172.72,24,29
Red,0.419765625,0.57265625,0.9453125,37.3046875,0.65625,5,3,0,175.26,177.8,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,185.42,185.42,26,27
Red,0.4,0,0,68,0,0,1,0,172.72,170.18,0.3,0,0,3,0,0,1,0,175.26,187.96,24,24
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,187.96,183.3322081,0.27,0,0,6,0,0,1,0,182.88,183.5219184,25,22
Blue,0.26,0.43,0,42,2.5,2,0,0,172.72,172.72,0.435546875,0.83203125,0.875,11.6953125,1.875,5,3,0,167.64,167.64,26,36
Red,0.381875,0.410625,0.0625,21.6875,1.46875,6,0,0,177.8,185.42,0.50767395,0.098571167,0.281555176,58.02801514,0.141784668,12,3,0,185.42,185.42,26,31
Blue,0.41375,0.563476563,1.059570313,36.56835938,0.625976563,7,4,0,175.26,185.42,0,1,2,0,1,1,0,0,182.88,182.88,34,23
Red,0.3775,0,1.25,19.5,0,1,2,0,177.8,180.34,0.525,0.4875,1.5,12.75,2.25,3,0,0,177.8,180.34,29,32
Blue,0.5675,0.275,0,22.25,0.625,1,3,0,172.72,175.26,0.36,0,0,55,0,0,1,0,170.18,172.72,33,35
Red,0.45,0.0625,0.25,71.25,0.25,2,2,0,167.64,165.1,0.475507812,0.216035156,0.020507813,39.63085938,2.171875,7,4,0,154.94,160.02,33,32
Red,0.48421875,0.670625,0.75,15.61328125,1.875,6,3,0,193.04,198.12,0.404052734,0.50012207,0.133056641,19.77844238,0.50012207,10,4,0,190.5,195.58,31,35
Red,0.55,1,0,7.5,1,1,1,0,185.42,190.5,0.14,0,0,8,0,0,1,0,187.96,190.5,26,22
Blue,0.52,0.6,0,51,3,0,1,0,177.8,185.42,0.5128125,0.1975,0.75,21.09375,1.15625,3,3,0,177.8,185.42,26,30
Blue,0.409375,0.285625,1.125,31.3125,2.5,4,1,0,177.8,193.04,0.315,0.1,2.25,27.5,0.5,1,2,0,182.88,190.5,33,30
Blue,0.6625,0.29,0,38.25,3.5,4,0,0,182.88,185.42,0.4875,0.35,0,42.25,3,3,0,0,180.34,187.96,37,35
Blue,0.712080078,0.532011719,0.299804688,43.56445313,6.38671875,7,4,0,172.72,172.72,0.43,0.5,0,19,5,1,0,0,172.72,175.26,28,28
Blue,0.28875,0.1065625,0,17.59375,0.78125,3,3,0,185.42,190.5,0.7,0.5,0,7,1,0,1,0,182.88,187.96,37,26
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,187.96,198.12,0.295,0.8325,0.5,12.5,1,2,1,0,177.8,185.42,31,31
Red,0.5075,0.205,0,66.5,2,2,1,0,182.88,185.42,0.655,0.5,0,37.25,0.5,2,1,0,185.42,195.58,32,36
Red,0.535625,0.015625,0,23.5625,0.03125,3,3,0,185.42,185.42,0.745,0.375,0,13.5,1.5,0,2,0,172.72,180.34,34,26
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,187.96,0.55375,0.61,1,35.375,4.375,3,1,0,172.72,180.34,26,30
Blue,0.56,0.5,2,31,6,1,0,0,177.8,182.88,0.56,0.25,2.25,30.75,0.25,1,2,0,177.8,185.42,23,30
Blue,0.53,0,0,7,0,0,1,0,165.1,167.64,0.25,0.5,0.5,39,1,1,1,0,167.64,172.72,25,24
Red,0.385,0.275,0,59.75,2,1,2,0,180.34,187.96,0.37625,0.33875,0.3125,11.53125,0.96875,2,4,0,182.88,190.5,31,29
Red,0.436445312,0.1528125,0.25390625,59.4296875,0.390625,6,4,0,177.8,190.5,0.27875,0.359375,0.0625,28.125,1.5,1,4,0,177.8,190.5,34,39
Red,0.523515625,0.21328125,0,20.0546875,1.09375,4,4,0,185.42,190.5,0.613125,0.12375,0,23.1875,0.375,4,1,0,190.5,190.5,26,28
Blue,0.28,0,0,33,0,1,1,0,170.18,172.72,0.415,0,0.5,33.5,0,1,1,0,172.72,175.26,31,36
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,183.3322081,0.33,0.5,0,43,1,0,1,0,185.42,193.04,29.22285948,26
Red,0.7675,0.165,0,26,1.25,1,2,0,177.8,182.88,0.493531876,0.296265717,1.064842224,28.60597229,1.95614624,11,7,0,172.72,172.72,31,33
Red,0.565,0.11,1.5,19,1,2,0,0,177.8,187.96,0.287734375,0.163203125,2.0390625,25.015625,0.5078125,7,1,0,172.72,180.34,21,27
Red,0.45,1,0,28,2,1,0,0,172.72,177.8,0.59,0.75,0,65,2.5,2,0,0,180.34,185.42,30,27
Red,0.48375,0,0,29.75,0,2,2,0,170.18,172.72,0.34125,0.140625,0.546875,18.59375,0.140625,4,3,0,172.72,177.8,37,31
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,190.5,183.5219184,29.22285948,30
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,185.42,195.58,0.485819168,0.520424805,1.282234192,14.68502426,1.043754578,12,7,0,180.34,185.42,28,32
Blue,0.28,0,0,35,0,0,1,0,167.64,177.8,0.605,0,0,65.5,0,1,1,0,172.72,172.72,31,31
Blue,0.456875,0.5875,1.125,31.1875,1.625,4,1,0,162.56,162.56,0.356132813,0.0878125,0.765625,84.00390625,0.515625,4,5,0,170.18,170.18,31,31
Blue,0.587941484,0.237033215,0.758105278,60.57574654,1.24451828,13,8,0,172.72,172.72,0.595625,0.55953125,0.046875,69.171875,2.828125,5,2,0,175.26,175.26,34,35
Red,0.355625,0,0.5625,28.25,0,3,2,0,180.34,182.88,0.476484375,0.505625,0.75,42.5078125,2.1875,4,4,0,182.88,185.42,27,28
Blue,0.5125,0.5175,0,26.25,1.75,1,2,0,167.64,172.72,0.405,0.915,1,18.5,1.25,2,1,0,172.72,175.26,38,26
Red,0,0,0,0,0,0,1,0,172.72,183.3322081,0.455,0.25,0.5,18,1.5,1,1,0,177.8,175.26,31,26
Red,0.58,0.439375,0.6875,14.25,1.25,4,1,0,170.18,182.88,0.299597168,0.063964844,0.006835938,30.87817383,0.064453125,9,4,0,175.26,177.8,27,27
Red,0.545795898,0.12909668,0.642089844,24.01098633,0.129638672,9,4,0,187.96,190.5,0.373813477,0.414624023,0.010803223,25.74224854,1.847045898,11,4,0,187.96,190.5,28,31
Red,0.399296875,0.06640625,1.671875,7.56640625,0.06640625,5,4,0,185.42,193.04,0.38234375,0.64171875,1.25,15,2.890625,4,3,0,172.72,190.5,24,29
Draw,0.3475,0.25,0.25,31.75,0.5,1,2,0,160.02,160.02,0.2775,0.415,0,17.75,0.75,1,2,0,162.56,165.1,29,30
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,185.42,185.42,0.79,0.5,0,23,1,1,0,0,185.42,190.5,29,30
Blue,0.52,0,0,12,0,1,0,0,177.8,180.34,0.55,0.25,0.25,22,0.25,1,2,0,175.26,185.42,33,31
Red,0.545,0.58,0.75,14.75,2.75,2,1,0,175.26,175.26,0.438867188,0.60515625,0.57421875,40.59765625,3.712890625,6,4,0,185.42,193.04,29,26
Red,0.445,0.3425,0.75,16.875,2.25,1,3,0,182.88,190.5,0.60875,0.55,1.5,17.625,2.5,2,2,0,185.42,195.58,30,27
Blue,0.27,0,1,8,0,1,0,0,172.72,170.18,0.396660156,0.030546875,0.7421875,32.67382813,0.13671875,5,6,0,172.72,185.42,20,30
Blue,0.39,0,0,64.5,0,1,1,0,165.1,170.18,0.3075,0.25,0,51.5,0.25,2,1,0,152.4,152.4,25,28
Blue,0.422597656,0.2890625,0.6875,62.04101563,0.640625,8,2,0,160.02,170.18,0.38609375,0.01171875,1.2734375,14.0859375,0.046875,6,2,0,175.26,177.8,26,25
Blue,0.52960083,0.667631836,0.382080078,52.09619141,5.241210938,11,4,0,177.8,180.34,0.4525,0.625,1,19.375,3.25,4,0,0,172.72,177.8,32,26
Red,0.47,0,3,38,0,0,1,0,177.8,180.34,0,0,1,0,0,0,1,0,177.8,180.34,26,23
Red,0.382184739,0.167239094,0.130466461,39.12381077,0.567298889,12,10,0,175.26,177.8,0.419869385,0.319683228,0.284179688,72.53479004,2.144287109,10,5,0,167.64,172.72,35,32
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,180.34,183.3322081,0.3,0.11,0,26,1,0,1,0,190.5,195.58,31,24
Red,0.65265625,0.398203125,0.375,11.5234375,0.7109375,6,2,0,187.96,193.04,0.455,0.25,0,9,0.5,2,0,0,187.96,203.2,29,34
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,167.64,175.26,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,167.64,167.64,28,27
Red,0.48875,0.58125,0.0625,67.6875,0.75,3,2,0,165.1,162.56,0.4475,0.25,0,102,1,2,1,0,170.18,177.8,32,23
Red,0.56,0.2,1,56,1,1,0,0,167.64,162.56,0.39,0,0,66,0,1,0,0,160.02,162.56,35,30
Red,0.42125,0,0.3125,59.3125,0,5,0,0,190.5,193.04,0.465546875,0.2759375,0.2734375,38.859375,0.9375,6,2,0,177.8,182.88,29,27
Blue,0.4921875,0.69125,0,50.6875,6.71875,4,2,0,193.04,203.2,0.439506836,0.033447266,0.0625,15.09375,0.035400391,8,5,0,193.04,203.2,27,38
